level,name,duration,range,component,cast_time,desc,class
4,Control Water,1 action,300 feet,VSM ,Concentrationup to 10 minutes,(a drop of water and a pinch of dust) Until the spell endsyou control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. You can choose from any of the following effects when you cast this spell. As an action on your turnyou can repeat the same effect or choose a different one. Flood. You cause the water level of all standing water in the area to rise by as much as 20 feet. If the area includes a shorethe flooding water spills over onto dry land. If you choose an area in a large body of wateryou instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. Any Huge or smaller vehicles in the wave's path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing. The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wavethe wave repeats on the start of your next turn while the flood effect lasts. Part Water. You cause water in the area to move apart and create a trench. The trench extends across the spell's areaand the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored. Redirect Flow. You cause flowing water in the area to move in a direction you chooseeven if the water has to flow over obstaclesup wallsor in other unlikely directions. The water in the area moves as you direct itbut once it moves beyond the spell's areait resumes its flow based on the terrain conditions. The water continues to move in the direction you chose until the spell ends or you choose a different effect. Whirlpool. This effect requires a body of water at least 50 feet square and 25 feet deep. You cause a whirlpool to form in the center of the area. The whirlpool forms a vortex that is 5 feet wide at the baseup to 50 feet wide at the topand 25 feet tall. Any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. A creature can swim away from the vortex by making a Strength (Athletics) check against your spell save DC. When a creature enters the vortex for the first time on a turn or starts its turn thereit must make a Strength saving throw. On a failed savethe creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. On a successful savethe creature takes half damageand isn't caught in the vortex. A creature caught in the vortex can use its action to try to swim away from the vortex as described abovebut has disadvantage on the Strength (Athletics) check to do so. The first time each turn that an object enters the vortexthe object takes 2d8 bludgeoning damagethis damage occurs each round it remains in the vortex. ,Druid
4,Dominate Beast,1 action,60 feet,VS,Concentrationup to 1 minute, You attempt to beguile a beast that you can see within range. It must succeed on a W isdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting itit has advantage on the saving throw. While the beast is charmedyou have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required)which it does its best to obey. You can specify a simple and general course of actionsuch as ⫿Attack that creature? ⫿Run over there? or ⫿Fetch that object.? If the creature completes the order and doesn't receive further direction from youit defends and preserves itself to the best of its ability. You can use your action to take total and precise control of the target. Until the end of your next turnthe creature takes only the actions you chooseand doesn't do anything that you don't allow it to do. During this timeyou can also cause the creature to use a reactionbut this requires you to use your own reaction as well. Each time the target takes damageit makes a new Wisdom saving throw against the spell. If the saving throw succeedsthe spell ends. At Higher Levels. W hen you cast this spell with a 5th-level spell slotthe duration is concentrationup to 10 minutes. When you use a 6th-level spell slotthe duration is concentrationup to  1 hour. When you use a spell slot of 7th level or higherthe duration is concentrationup to 8 hours.,Druid
4,Freedom of Movement,1 action,Touch,VSM ,1 hour,(a leather strapbound around the arm or a similar appendage) You touch a willing creature. For the durationthe target's movement is unaffected by difficult terrainand spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained. The target can also spend 5 feet of movement to automatically escape from nonmagical restraintssuch as manacles or a creature that has it grappled. Finallybeing underwater imposes no penalties on teh target's movement or attacks.,Druid
4,Giant Insect,1 action,30 feet,VS,Concentrationup to 10 minutes, You transform up to ten centipedesthree spidersfive waspsor one scorpion within range into giant versions of their natural forms for the duration. A centipede becomes a giant centipedea spider becaomes a giant spidera wasp becomes a giant waspand a scorpion becomes a giant scorpion. Each creature obeys your verbal commandsand in combatthey act on your turn each round. The DM has the statistics for these creatures and resolves their actions and movement. A creature remains in its giant size for the durationuntil it drops to 0 hit pointsor until you use an action to dismiss the effect on it. The DM might allow you to choose different targets. For exampleif you transform a beeits giant version might have the same statistics as a giant wasp.,Druid
4,Grasping Vine,1 bonus action,30 feet,VS,Concentrationup to 1 minute, You conjure a vine that sprouts from the ground in an unoccupied space of your choice that you can see within range. When you cast this spellyou can direct the vine to lash out at a creature within 30 feet of it that you can see. That creature must succeed on a Dexterity saving throw or be pulled 20 feet directly toward the vine. Until the spell endsyou can direct the vine to lash out at the same creature or another one as a bonus action on each of your turns.,Druid
4,Hallucinatory Terrain,10 minutes,300 feet,VSM ,24 hours,(a stonea twigand a bit of green plant) You make natural terrain in a 150-foot cube in range looksoundand smell like some other sort of natural terrain. Thusopen fields or a road can be made to resemble a swamphillcrevasseor some other difficult or impassable terrain. A pond can be made to seem like a grassy meadowa precipice like a gentle slopeor a rock-strewn gully like a wide and smooth road. Manufactured structuresequipmentand creatures within the area aren't changed in appearance. The tactile characteristics of the terrain are unchangedso creatures entering the area are likely to see through the illusion. If the difference isn't obvious by toucha creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it issees it as a vague image superimposed on the terrain.,Druid
4,Ice Storm,1 action,300 feet,VSM ,Instantaneous,(a pinch of dust and a few drops of water) A hail of rock-hard ice pounds to the ground in a 20-foot-radius40-foot-high cylinder centered on a point within range. Each creature in the cylinder must make a Dexterity saving throw. A creature takes 2d8 bludgeoning damage and 4d6 cold damage on a failed saveor half as much damage on a successful one. Hailstones turn the storm's area of effect into difficult terrain until the end of your next turn. At Higher Levels. When you cast this spell using a spell slot of 5th level or higherthe bludgeoning damage increases by 1d8 for each slot level above 4th.,Druid
4,Locate Creature,1 action,Self,VSM ,Concentrationup to 1 hour,(a bit of fur from a bloodhound) Describe or name a creature that is familiar to you. You sense the direction to the creature's locationas long as that creature is within 1000 feet of you. If the creature is movingyou know the direction of its movement. The spell can locate a specific creature known to youor the nearest creature of a specific kind (such as a human or a unicorn)so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different formsuch as being unfer the effects of a polymorph spellthis spell doesn't locate the creature. This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature.,Druid
4,Polymorph,1 action,60 feet,VSM ,Concentrationup to 1 hour,(a caterpillar cocoon) This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a Wsidom saving throw to avoid the effect. A shapechanger automatically succeeds on this saving throw. The transformation lasts for the durationor until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target's (or the target's levelif it doesn't have a challenge rating). The target's game statisticsincluding mental ability scoresare replaced by the statistics of the chosen beast. It retains its alignment and personality. The target assumes the hit points of its new form. When it reverts to its normal formthe creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit pointsany excess damage carries over to its normal form. As long as the excess damage doesn't reduce the creature's normal form to 0 hit pointsit isn't knocked unconscious. The creature is limited in the actions it can perform by the nature of its new formand it can't speakcast spellsor take any other action that requires hands or speech. The target's gear melds into the new form. The creature can't activateusewieldor otherwise benefit from any of its equipment.,Druid
4,Stone Shape,1 action,Touch,VSM soft claywhich must be worked into roughly the desired shape of the stone object),Instantaneous, You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. Sofor exampleyou could shape a large rock into a weaponidolor cofferor make a small passage through a wallas long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hignes and a latchbut finer mechanical detail isn't possible.,Druid
4,Stoneskin,1 action,Touch,VSM ,Concentrationup to 1 hour,(diamond dust worth 100 gpwhich the spell consumes) This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell endsthe target has resistance to nonmagical bludgeoningpiercingand slashing damage.,Druid
4,Wall of Fire,1 action,120 feet,VSM ,Concentrationup to 1 minute,(a small piece of phosphorus) You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long20 feet highand 1 foot thinkor a ringed wall up to 20 feet in diameter20 feet highand 1 foot think. The wall is opaque and lasts for the duration.   When the wall appearseach creature within its area must make a Dexterity saving throw. On a failed savea creature takes 5d8 fire damageor half as much damage on a successful save.   One side of the wallselected by you when you cast this spelldeals 5d8 fire damage to each creature that ends its turn within 10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall fo rhte first time on a turn or ends its turn there. The other side of the wall deals no damage.   At Higher Levels. When you cast this spell using a spell slot of 5th level or higherthe damage increases by 1d8 for each slot level above 4th.,Druid
5,Antilife Shell,1 action,Self (10-foot radius),VS,Concentrationup to 1 hour, A shimmering barrier extends out from you in a 10-foot radius and moves with youremaining centered on you and hedging out creatures other than undead and constructs. The barrier lasts for the duration. The barrier prevents an affected creature from passing or reaching through. An affected creature can cast spells or make attacks with ranged or reach weapons through the barrier. If you move so that an affect creature is forced to pass through the barrierthe spell ends.,Druid
5,Awaken,8 hours,Touch,VSM ,Instantaneous,(an agate worth at least 1000 gpwhich the spell consumes) After spending the casting time tracing magical pathways within a precious gemstoneyou touch a huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plantit gains the ability to move its limbsrootsvincescreepersand so forthand it gains senses similar to a huamn's. Your DM chooses statistics appropriate for the awakened plantsuch as the statistics for the awakened shrub or the awakened tree. The awakened beast or plant is charmed by you for 30 days or until you and your companions do anything harmful to it. When the charmed condition endsthe awakened creature chooses whether to remain friendly to youbased on how you treated it while it was charmed.,Druid
5,Commune with Nature (Ritual),1 minute,Self,VS,Instantaneous, You briefly become one with nature and gain knowledge of the surrounding territory. In the outdoorsthe spell gives you knowledge of the land within 3 miles of you. In caves and other natural underground settingsthe radius is limited to 300 feet. The spell doesn't function where nature has been replaced by constructionsuch as in dungeons and towns. You instantly gain knowledge of up to three facts of your choice about any of the following subjects as they relate to the area: ?  terrain and bodies of water ?  prevalent plantsmineralsanimalsor peoples ?  powerful celestialsfeyfiendselementalsor undead ?  influence from other planes of existence ?  buildings For exampleyou could determine the location of powerful undead in the areathe location of major sources of safe drinking waterand the location of any nearby towns.,Druid
5,Conjure Elemental,1 minute,90 feet,VSM ,Concentrationup to 1 hour,(burning incense for airsoft clay for earthsulfur and phosphorus for fireor water and sand for water) You call forth an elemental servant. Choose an area of airearthfireor water that fills a 10-foot cube within range. An elemental of challenge rating 5 or lower appropriate to the area you chose appears in an unoccupied space within 10 feet of it. For examplea fire elemental emerges from a bonfireand an earth elemental rises up from the ground. The elemental disappears when it drops to 0 hit points or when the spell ends. The elemental is friendly to you and your companions for the duration. Roll initiative for the elementalwhich has its own turns. It obeys any verbal commands that you issue to it (no action required by you). If you don't issue any commands to the elementalit defends itself from hostile creatures but otherwise takes no actions. If your concentration is brokenthe elemental doesn't disappear. Insteadyou lose control of the elementalit becom es hostile toward you and your companionsand it might attack. An uncontrolled elemental can't be dismissed by youand it disappears 1 hour after you summoned it. The DM has the elemental's statistics. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe challenge rating increases by 1 for each slot level above 5th.,Druid
5,Contagion,1 action,Touch,VS,7 days, Your touch inflicts disease. Make a melee spell attack against a creature within your reach. On a hityou afflict the creature with a disease of your choice from any of the ones described below. At the end of each of the target's turnsit must make a Constitution saving throw. After failing three of these saving throwsthe disease's effects last for the durationand the creature stops making these saves. After succeeding on three of these saving throwsthe creature recovers from the diseaseand the spell ends. Since this spell induces a natural disease in its targetany effect that removes a disease or otherwise ameliorates a disease's effects apply to it. Blinding Sickness. Pain grips the creature's mindand its eyes turn milky white. The creature has disadvantage on Wisdom checks and Wisdom saving throws and is blinded. Filth Fever. A raging fever sweeps through the creature's body. The creature has disadvantage on Strength checksStrength saving throwsand attack rolls that use Strength. Flesh Rot. The creature's flesh decays. The creature has disadvantage on Charisma checks and vulnerability to all damage. Mindfire. The creature's mind becomes feverish. The creature has disadvantage on Intelligence checks and Intelligence saving throwsand the creature behaves as if under the effects of the confusion spell during combat. Seizure. The creature is overcome with shaking. The creature has disadvantage on Dexterity checksDexterity saving throwsand attack rolls that use Dexterity. Slimy Doom. The creature begins to bleed uncontrollably. The creature has disadvantage on Constitution checks and Constitution saving throws. In additionwhenever the creature takes damageit is stunned until the end of its next turn. ,Druid
5,Geas,1 minute,60 feet,V,30 days, You place a magical command on a creature that you can see within rangeforcing it to carry out some service or refrain from some action or course of actiity as you decide. If the creature can understand youit must succeed on a Wisdom saving throw or become charmed by you for the duration. While the creature is charmed by youit takes 5d10 psychic damage each time it acts in a manner directly counter to your instructionsbut no more than once each day. A creature that can't understand you is unaffected by the spell. You can issue any command you chooseshort of an activity that would result in certain death. Should you issue a suicidal commandthe spell ends. You can end the spell early by using an action to dismiss it. A remove cursegreater restorationor wish spell also ends it. At Higher Levels. When you cast this spell using a spell slot of 7th or 8th levelthe duration is 1 year. When you cast this spell using a spell slot of 9th level the spell lasts until it is ended by one of the spells mentioned above.,Druid
5,Greater Restoration,1 action,Touch,VSM ,Instantaneous,(diamond dust worth 100 gpwhich the spell consumes) You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target's exhaustion level by oneor end one of the following effects on the target: * One effect that charmed or petrified the target * One curseincluding the target's attunement to a cursed magic item * Any reduction to one of the target's ability scores * One effect reducing the target's hit point maximum,Druid
5,Insect Plague,1 action,300 feet,VSM ,Concentrationup to 10 minutes,(a few grains of sugarsome kernels of grainand a smear of fat) Swarmingbiting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the durationand its area is lightly obscured. The sphere's area is difficult terrain. When the area appearseach creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed saveor half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe damage increases by 1d10 for each slot level above 5th.,Druid
5,Mass Cure Wounds,1 action,60 feet,VS,Instantaneous, A wave of healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe healing increases by 1d8 for each slot level above 5th. ,Druid
5,Planar Binding,1 hour,60 feet,VSM ,24 hours,(a jewel worth at least 1000 gpwhich the spell consumes) With this spellyou attempt to bind a celestialan elementala feyor a fiend to your service. The creature must be within range for the entire casting of the spell. (Typicallythe creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the castingthe target must make a Charisma saving throw. On a failed saveit is bound to serve you for the duration. If the creature w as summoned or created by another spellthat spell's duration is extended to match the duration of this spell. A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventureto guard a locationor to deliver a message. The creature obeys the letter of your instructionsbut if the creature is hostile to youit strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell endsit travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existenceit returns to the place where you bound it and remains there until the spell ends. At Higher Levels. When you cast this spell using a spell slot of a higher levelthe duration increases to 10 days with a 6th-level slotto 30 days with a 7th-level slotto 180 days with an 8th-level slotand to a year and a day with a 9th-level spell slot. ,Druid
5,Reincarnate,1 hour,Touch,VSM ,Instantaneous,(rare oils and unguents worth at least 1000 gpwhich the spell consumes) You touch a dead humanoid or a piece of a dead humanoid. Provided that the creature has been dead no longer than 10 daysthe spell forms a new adult body for it and then calls the soul to enter that body. If the target's soul isn't free or willing to do sothe spell fails. The magic fashions a new body for the creature to inhabitwhich likely causes the creature's race to change. The DM rolls a d 100 and consults the following table to determine what form the creature takes when restored to lifeor the DM chooses a form. d100 Race 01-04 Dragonborn 05-13 Dwarfhill 14-21 Dwarfmountain 22-25 Elfdark 26-34 Elfhigh 35-42 Elfwood 43-46 Gnomeforest 47-52 Gnomerock 53-56  Half-elf 57-60 Half-orc 61-68 Halflinglightfoot 69-76 Halflingstout 77-96 Human 97-00 Tiefling The reincarnated creature recalls its former life and experiences. It retains the capabilities it had in its original formexcept it exchanges its original race for the new one and changes its racial traits accordingly. ,Druid
5,Scrying,10 minutes,Self,VSM ,Concentrationup to 10 minutes,(a focus worth at least 1000 gpsuch as a crystal balla silver mirroror a font filled with holy water) You can see and hear a particular creature you choose that is on the same plane of existence as you. The target must make a W isdom saving throwwhich is modified by how well you know the target and the sort of physical connection you have to it. If a target knows you're casting this spellit can fail the saving throw voluntarily if it wants to be observed. Knowledge -- Save Modifier Secondhand (you have heard of the target) -- +5 Firsthand (you have met the target) +0 Familiar (you know the target well) -- -5 Connection -- Save Modifier Likeness or picture -- -2 Posession or garment -- -4 Body partlock of hairbit of nailor the like -- -10 On a successful savethe target isn't affectedand you can't use this spell against it again for 24 hours.   On a failed savethe spell creates an invisible sensor within 10 feet of the target. You can see and hear through the sensor as if you w ere there. The sensor moves with the targetremaining within 10 feet of it for the duration. A creature that can see invisible objects sees the sensor as a luminous orb about the size of your fist.   Instead of targeting a creatureyou can choose a location you have seen before as the target of this spell. When you dothe sensor appears at that location and doesn't move.,Druid
5,Tree Stride,1 action,Self,VS,Concentrationup to 1 minute, You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet andas part of the move used to enter the treecan either pass into one of those trees or step out of the tree you're in. You appear in a spot of your choice within 5 feet of the destination treeusing another 5 feet of movement. If you have no movement leftyou appear within 5 feet of the tree you entered. You can use this transportation ability once per round for the duration. You must end each turn outside a tree. ,Druid
5,Wall of Stone,1 action,120 feet,VSM ,Concentrationup to 10 minutes,(a small block of granite) A nonmagical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is composed of ten 10-foot-by-10-foot panels. Each panel must be contiguous with at least on other panel. Alternativelyyou can create 10-foot-by-20-foot panels that are only 3 inches thick. If the wall cuts through a creature's space when it appearsthe creature is pushed to one side of the wall (your choice). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface)that creature can make a Dexterity saving throw. On a successit can use its reaction to move up to its speed so that it is no longer enclosed by the wall. The wall can have any shape you desirethough it can't occupy the same space as a creature or object. the wall doesn't need to be vertical or resting on any firm foundation. It musthowevermerge with and be solidly supported by existing stone. Thus you can use this spell to bridge a chasm or create a ramp. If you create a span greater than 20 feet in lengthyou must halve the size of each panel to create supports. You can crudely shape the wall to create crenellationsbattlementsand so on. The wall is an object made of stone that can be damaged and thus breached. Each panel has AC 15 and 30 hit points per inch of thickness. Reducing a panel to 0 hit points destroys it and might cause connected panels to collapse at the DM's discretion. If you maintain your concentration on this spell for its whole durationthe wall becomes permanent and can't be dispelled. Otherwisethe wall disappears when the spell ends.,Druid
6,Conjure Fey,1 minute,90 feet,VS,Concentrationup to 1 hour, You summon a fey creature of challenge rating 6 or loweror a fey spirit that takes the form of a beast of challenge rating 6 or lower. It appears in an unoccupied space that you can see within range. The fey creature disappears when it drops to 0 hit points or when the spell ends. The fey creature is friendly to you and your companions for the duration. Roll initiative for the creaturewhich has its own turns. It obeys any verbal commands that you issue to it (no action required by you)as long as they don't violate its alignment. If you don't issue any commands to the fey creatureit defends itself from hostile creatures but otherwise takes no actions. If your concentration is brokenthe fey creature doesn't disappear. Insteadyou lose control of the fey creatureit becomes hostile toward you and your companionsand it might attack. An uncontrolled fey creature can't be dismissed by youand it disappears 1 hour after you summoned it. The DM has the fey creature's statistics. At Higher Levels. When you cast this spell using a spell slot of 7th level or higherthe challenge rating increases by 1 for each slot level above 6th.,Druid
6,Find the Path,1 minute,Self,VSM ,Concentrationup to 1 day,(a set of divinatory tools - such as bonesivory stickscardsteethor carved runes - worth 100 gp and an object from the location you wish to find) This spell allows you to find the shortestmost direct physical route to a specific fixed location that you are familiar with on the same plane of existence. If you name a destination on another plan of existencea destination that moves (such as a mobile fortress)or a destination that isn't specific (such as a green dragon's lair)the spell fails. For the durationas long as you are on the same plane of existence as the destinationyou know how far it is and in what direction it lies. While you are traveling therewhenever you are presented with a choice of paths along the wayyou atomatically determine which path is the shortest and most direct route (but not necessarily the safest route) to the destination.,Druid
6,Heal,1 action,60 feet,VS,Instantaneous, Choose a creature that you can see within range. A surge of positive energy washes through the creaturecausing it to regain 70 hit points. The spell also ends blindnessdeafnessand any diseases affecting the target. This spell has no effect on constructs or undead. At Higher Levels. When you cast this spell using a spell slot of 7th level or higherthe amount of healing increases by 10 for each slot level above 6th.,Druid
6,Heroes' Feast,10 minutes,30 feet,VSM ,Instantaneous,(a gem-encrusted bowl worth at least 1000 gpwhich the spell consumes) You bring forth a great feastincluding magnificent food and drink. The feast takes 1 hour to consume and disappears at the end of that timeand the beneficial effects don't set in until this hour is over. Up to twelve other creatures can partake of the feast. A creature that partakes of the feast gains several benefits. The creature is cured of all diseases and poisonbecomes immune to poison and being frightenedand makes all Wisdom saving throws with advantage. Its hit point maximum also increases by 2d10and it gains the same number of hit points. These benefits last for 24 hours.,Druid
6,Move Earth,1 action,120 feet,VSM ,Concentrationup to 2 hours,(an iron blade and a small bag containing a mixture of soils - clayloamand sand) Choose an area of terrain no larger than 40 feet on a side within range. You can reshape dirtsandor clay in the area in any manner you choose for the duration. You can raise or lower the area's elevationcreate or fill in a trencherect or flatten a wallor form a pillar. The extent of any such changes can't exceed half the area's largest dimension. Soif you affect a 40-foot squareyou can create a pillar up to 20 feet highraise or lower the square's elevation by up to 20 feetdig a trench up to 20 feet deepand so on. It takes 10 minutes for these changes to complete. At the end of every 10 minutes you spend concentrating on the spellyou can choose a new area of terrain to affect. Because the terrain's transformation occurs slowlycreatures in the area can't usually be trapped or injured by the ground's movement. This spell can't manipulate natural stone or stone construction. Rocks and structures shift to accommodate the new terrain. If the way you shape the terrain would make a structure unstableit might collapse. Similarlythis spell doesn't directly affect plant growth. The moved earth carries any plants along with it.,Druid
6,Sunbeam,1 action,Self (60-foot line),VSM ,Concentrationup to 1 minute,(a magnifying glass) A beam of brilliant light flashes out from your hand in a 5-foot-wide60-foot-line. Each creature in the line must make a Constitution saving throw. On a failed savea creature takes 6d8 radiant damage and is blinded until your next turn. On a successful saveit takes half as much damage and isn't blinded by this spell. Undead and oozes have disadvantage on this saving throw. You can create a new line of radiance as your action on any turn until the spell ends. For the durationa mote of brilliant radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 feet. The light is sunlight. ,Druid
6,Transport via Plants,1 action,10 feet,VS,1 round, This spell creates a magical link between a Large or larger inanimate plant within range and another plantat any distanceon the same plane of existence. You must have seen or touched the destination plant at least once before. For the durationany creature can step into the target plant and exit from the destination plant by using 5 feet of movement. ,Druid
6,Wall of Thorns,1 action,120 feet,VSM ,Concentrationup to 10 minutes,(a handful of thorns) You create a wall of toughpliabletangled brush bristling with needle-sharp thorns. The wall appears within range on a solid surface and lasts for the duration. You choose to make the wall up to 60 feet long10 feet highand 5 feet thick or a circle that has a 20-foot diameter and is up to 20 feet high and 5  feet thick. The wall blocks line of sight. When the wall appearseach creature within its area must make a Dexterity saving throw. On a failed savea creature takes 7d8 piercing damageor half as much damage on a successful save. A creature can move through the wallalbeit slowly and painfully. For every 1 foot a creature moves through the wallit must spend 4 feet of movement. Furthermorethe first time a creature enters the wall on a turn or ends its turn therethe creature must make a Dexterity saving throw. It takes 7d8 slashing damage on a failed saveor half as much on a successful save. At Higher Levels. When you cast this spell using a spell slot of 7th level or higherboth types of damage increase by 1d8 for each slot level above 6th.,Druid
6,Wind Walk,1 action,30 feet,VSM ,8 hours,(fire and holy water) You and up to ten willing creatures you can see within range assume a gaseous form for the durationappearing as wisps of cloud. While in this cloud forma creature has a flying speed of 300 feet and has resistance to damage from nonmagical weapons. The only actions a creature can take in this form are the Dash action or to revert to its normal form. Reverting takes 1 minuteduring which time a creature is incapacitated and can't move. Until the spell endsa creature can revert to cloud formwhich also requires the 1-minute transformation. If a creature is in cloud form and flying when the effect endsthe creature descends 60 feet per round for 1 minute until it landswhich it does safely. If it can't land after 1 minutethe creature falls the remaining distance. ,Druid
7,Fire Storm,1 action,150 feet,VS,Instantaneous, A storm made up of sheets of roaring flame appears in a location you choose within range. The area of the storm consists of up to 10-foot cubeswhich you can arrange as you wish. Each cube must have at least one face adjacent to the face of another cube. Each creature in the area must make  Dexterity saving throw. It takes 7d10 fire damage on a failed saveor half as much damage on a successful one. The fire damages objects in the area and ignites flammable objects that aren't being worn or carried. If you chooseplant life in the area is unaffected by this spell.,Druid
7,Mirage Arcane,10 minutes,Sight,VS,10 days, You make terrain in an area up to 1 mile square looksoundsmelland even feel like some other sort of terrain. The terrain's general shape remains the samehowever. Open fields or a road could be made to resemble a swamphillcrevasseor some other difficult or impassable terrain. A pond can be made to seem like a grassy meadowa precipice like a gentle slopeor a rock-strewn gully like a wide and smooth road. Similarlyyou can alter the appearance of structuresor add them where none are present. The spell doesn't disguiseconcealor add creatures. The illusion includes audiblevisualtactileand olfactory elementsso it can turn clear ground into difficult terrain (or vice versa) or otherwise impede movement through the area. Any piece of the illusory terrain (such as a rock or stick) that is removed from the spell's area disappears immediately. Creatures with truesight can see through the illusion to the terrain's true formhoweverall other elements of the illusion remainso while the creature is aware of the illusion's presencethe creature can still physically interact with the illusion.,Druid
7,Plane Shift,1 action,Touch,VSM ,Instantaneous,(a forkedmetal rod worth at least 250 gpatttuned to a particular plane of existence) You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general termssuch as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hellsand you appear in or near that destination. If you are trying to reac the City of Brassfor exampleyou might arrive in its Street of Steelbefore its Gate of Ashesor looking at the city from across the Sea of Fireat the DM's discretion. Alternativelyif you know the sigil sequence of a teleportation circle on another plane of existencethis spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transportedthey appear in the closest unoccupied spaces next to the circle. You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hitthe creature must make a Charisma saving throw. If the creature fails the saveit is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.,Druid
7,Regenerate,1 minute,Touch,VSM ,1 hour,(a prayer wheel and holy water) You touch a creature and stimulate its natural healing ability. The target regains 4d8 + 15 hit points. For the duration of the spellthe target regains 1 hit point at the start of each of its turns (10 hit points each minute). The target's severed body members (fingerslegstailsand so on)if anyare restored after 2 minutes. If you have the severed part and hold it to the stumpthe spell instantaneously causes the limb to knit to the stump. ,Druid
7,Reverse Gravity,1 action,100 feet,VSM ,Concentrationup to 1 minute,(a lodestone and iron filings) This spell reverses gravity in a 50-foot-radius100-foot high cylinder centered on a point within range. All creatures and objects that aren't somehow anchored to the ground in the area fall upward and reach the top of the area when you cast this spell. A creature can make a Dexterity saving throw to grab onto a fixed object it can reachthus avoiding the fall. If some solid object (such as a ceiling) is encountered in this fallfalling objects and creatures strike it just as they would during a normal downward fall. If an object or creature reaches the top of the area without striking anythingit remains thereoscillating slightlyfor the duration. At the end of the durationaffected objects and creatures fall back down.,Druid
8,Animal Shapes,1 action,30 feet,VS,Concentrationup to 24 hours,   Your magic turns others into beasts. Choose any number of willing creatures that you can see within range. You transform each target into the form of a large or smaller beast with a challenge rating of 4 or lower. On subsequent turnsyou can use your actions to transform affected creatures into new forms.   The transformation lasts for the duration for each targetor until the target drops to 0 hit points or dies. You can choose a different form for each target. A target's game statistics are replaced by the statistics of the chosen beastthough the target retains its alignment and IntelligenceWisdomand Charisma scores. THe target assumes the hit points of its new formand when it reverts to its normal formit returns to the number of hit point it had before it transformed. If it reverts as a result of dropping to 0 hit pointsany excess damage carries over to its normal form. As long as the excess damage doesn't reduce the creature's normal form to 0 hit pointsit isn't knocked unconcious. The creature is limited in th eactions it can perform by the nature of its new formand it can't speak or cast spells.   The target's gear melds into the new form. The target can't activatewieldor otherwise benefit from any of its equipment.,Druid
