level,name,duration,range,component,cast_time,desc,class
4,Control Water,1 action,300 feet,VSM ,Concentrationup to 10 minutes,(a drop of water and a pinch of dust) Until the spell endsyou control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. You can choose from any of the following effects when you cast this spell. As an action on your turnyou can repeat the same effect or choose a different one. Flood. You cause the water level of all standing water in the area to rise by as much as 20 feet. If the area includes a shorethe flooding water spills over onto dry land. If you choose an area in a large body of wateryou instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. Any Huge or smaller vehicles in the wave’s path are carried with it to the other side. Any Huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing. The water level remains elevated until the spell ends or you choose a different effect. If this effect produced a wavethe wave repeats on the start of your next turn while the flood effect lasts. Part Water. You cause water in the area to move apart and create a trench. The trench extends across the spell’s areaand the separated water forms a wall to either side. The trench remains until the spell ends or you choose a different effect. The water then slowly fills in the trench over the course of the next round until the normal water level is restored. Redirect Flow. You cause flowing water in the area to move in a direction you chooseeven if the water has to flow over obstaclesup wallsor in other unlikely directions. The water in the area moves as you direct itbut once it moves beyond the spell’s areait resumes its flow based on the terrain conditions. The water continues to move in the direction you chose until the spell ends or you choose a different effect. Whirlpool. This effect requires a body of water at least 50 feet square and 25 feet deep. You cause a whirlpool to form in the center of the area. The whirlpool forms a vortex that is 5 feet wide at the baseup to 50 feet wide at the topand 25 feet tall. Any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. A creature can swim away from the vortex by making a Strength (Athletics) check against your spell save DC. When a creature enters the vortex for the first time on a turn or starts its turn thereit must make a Strength saving throw. On a failed savethe creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. On a successful savethe creature takes half damageand isn’t caught in the vortex. A creature caught in the vortex can use its action to try to swim away from the vortex as described abovebut has disadvantage on the Strength (Athletics) check to do so. The first time each turn that an object enters the vortexthe object takes 2d8 bludgeoning damagethis damage occurs each round it remains in the vortex. ,Cleric
4,Death Ward,1 action,Touch,VS,8 hours, You touch a creature and grant it a measure of protection from death. The first time the target would drop to 0 hit points as a result of taking damagethe target instead drops to 1 hit pointand the spell ends. If the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damagethat effect is instead negated against the targetand the spells ends.,Cleric
4,Divination (Ritual),1 action,Self,VSM ,Instantaneous,(incense and a sacrificial offering appropriate to your religiontogether worth at least 25 gpwhich the spell consumes) Your magic and an offering put you in contact with a god or a god's servants. You ask a single question concerning a specific goaleventor activity to occur within 7 days. The DM offers a truthful reply. The reply might be a short phrasea cryptic rhymeor an omen. The spell doesn't take into account any possible circumstances that might change the outcomesuch as the casting of additional spells or the loss or gain of a companion. If you cast this spell two or more times before finishing your next long restthere is a cumulative 25 percent chance for each casting after the first that you get a random reading. The DM makes this roll in secret.,Cleric
4,Freedom of Movement,1 action,Touch,VSM ,1 hour,(a leather strapbound around the arm or a similar appendage) You touch a willing creature. For the durationthe target's movement is unaffected by difficult terrainand spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained. The target can also spend 5 feet of movement to automatically escape from nonmagical restraintssuch as manacles or a creature that has it grappled. Finallybeing underwater imposes no penalties on teh target's movement or attacks.,Cleric
4,Guardian of Faith,1 action,30 feet,V,8 hours, A Large spectral guardian appears and hovers for the duration in an unoccupied space of your choice that you can see within range. The guardian occupies that space and is indistinct except for a gleaming sword and shield emblazoned with the symbol of your deity. Any creature hostile to you that moves to a space within 10 feet of the guardian for the firs ttime on a turn must succeed on a Dexterity saving throw. The creature takes 20 radiant damage on a failed saveor half as much damage on a successful one. The guardian vanishes when it has dealt a total of 60 damage.,Cleric
4,Locate Creature,1 action,Self,VSM ,Concentrationup to 1 hour,(a bit of fur from a bloodhound) Describe or name a creature that is familiar to you. You sense the direction to the creature's locationas long as that creature is within 1000 feet of you. If the creature is movingyou know the direction of its movement. The spell can locate a specific creature known to youor the nearest creature of a specific kind (such as a human or a unicorn)so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different formsuch as being unfer the effects of a polymorph spellthis spell doesn't locate the creature. This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature.,Cleric
4,Stone Shape,1 action,Touch,VSM soft claywhich must be worked into roughly the desired shape of the stone object),Instantaneous, You touch a stone object of Medium size or smaller or a section of stone no more than 5 feet in any dimension and form it into any shape that suits your purpose. Sofor exampleyou could shape a large rock into a weaponidolor cofferor make a small passage through a wallas long as the wall is less than 5 feet thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hignes and a latchbut finer mechanical detail isn't possible.,Cleric
5,Commune (Ritual),1 minute,Self,VSM ,1 minute,(incense and a vial of holy or unholy water) You contact your deity or a divine proxy and ask up to three questions that can be answered with a yes or no. You must ask your questions before the spell ends. You receive a correct answer for each question.  Divine beings aren’t necessarily omniscientso you might receive “unclear” as an answer if a question pertains to information that lies beyond the deity’s knowledge. In a case where a one-word answer could be misleading or contrary to the deity’s intereststhe DM might offer a short phrase as an answer instead.  If you cast the spell two or more times before finishing your next long restthere is a cumulative 25 percent chance for each casting after the first that you get no answer. The DM makes this roll in secret.  ,Cleric
5,Contagion,1 action,Touch,VS,7 days, Your touch inflicts disease. Make a melee spell attack against a creature within your reach. On a hityou afflict the creature with a disease of your choice from any of the ones described below. At the end of each of the target’s turnsit must make a Constitution saving throw. After failing three of these saving throwsthe disease’s effects last for the durationand the creature stops making these saves. After succeeding on three of these saving throwsthe creature recovers from the diseaseand the spell ends. Since this spell induces a natural disease in its targetany effect that removes a disease or otherwise ameliorates a disease’s effects apply to it. Blinding Sickness. Pain grips the creature’s mindand its eyes turn milky white. The creature has disadvantage on Wisdom checks and Wisdom saving throws and is blinded. Filth Fever. A raging fever sweeps through the creature’s body. The creature has disadvantage on Strength checksStrength saving throwsand attack rolls that use Strength. Flesh Rot. The creature’s flesh decays. The creature has disadvantage on Charisma checks and vulnerability to all damage. Mindfire. The creature’s mind becomes feverish. The creature has disadvantage on Intelligence checks and Intelligence saving throwsand the creature behaves as if under the effects of the confusion spell during combat. Seizure. The creature is overcome with shaking. The creature has disadvantage on Dexterity checksDexterity saving throwsand attack rolls that use Dexterity. Slimy Doom. The creature begins to bleed uncontrollably. The creature has disadvantage on Constitution checks and Constitution saving throws. In additionwhenever the creature takes damageit is stunned until the end of its next turn. ,Cleric
5,Dispel Evil and Good,1 action,Self,VSM ,Concentrationup to 1 minute,(holy water or powdered silver and iron) Shimmering energy surrounds and protects you from feyundeadand creatures originating from beyond the Material Plane. For the durationcelestialselementalsfeyfiendsand undead have disadvantage on attack rolls against you. You can end the spell early by using either of the following special functions. Break  Enchantment. As your actionyou touch a creature you can reach that is charmedfrightenedor possessed by a celestialan elementala feya fiendor an undead. The creature you touch is no longer charmedfrightenedor possessed by such creatures. Dismissal. As your actionmake a melee spell attack against a celestialan elementala feya fiendor an undead you can reach. On a hityou attempt to drive the creature back to its home plane. The creature must succeed on a Charisma saving throw or be sent back to its home plane (if it isn't there already). If they aren’t on their home planeundead are sent to the Shadowfelland fey are sent to the Feywild.,Cleric
5,Flame Strike,1 action,60 feet,VSM ,Instantaneous,(pinch of sulfur) A vertical column of divine fire roars down from the heavens in a location you specify. Each creature in a 10-foot radius40-foot-high cylinder centered on a point within range must make a Dexterity saving throw. A creature takes 4d6 fire damage and 4d6 radiant damage on a failed saveor half as much damage on a successful one. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe fire damage or the radiant damage (your choice) inceases by 1d6 for each slot level above 5th.,Cleric
5,Geas,1 minute,60 feet,V,30 days, You place a magical command on a creature that you can see within rangeforcing it to carry out some service or refrain from some action or course of actiity as you decide. If the creature can understand youit must succeed on a Wisdom saving throw or become charmed by you for the duration. While the creature is charmed by youit takes 5d10 psychic damage each time it acts in a manner directly counter to your instructionsbut no more than once each day. A creature that can't understand you is unaffected by the spell. You can issue any command you chooseshort of an activity that would result in certain death. Should you issue a suicidal commandthe spell ends. You can end the spell early by using an action to dismiss it. A remove cursegreater restorationor wish spell also ends it. At Higher Levels. When you cast this spell using a spell slot of 7th or 8th levelthe duration is 1 year. When you cast this spell using a spell slot of 9th level the spell lasts until it is ended by one of the spells mentioned above.,Cleric
5,Greater Restoration,1 action,Touch,VSM ,Instantaneous,(diamond dust worth 100 gpwhich the spell consumes) You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target's exhaustion level by oneor end one of the following effects on the target: * One effect that charmed or petrified the target * One curseincluding the target's attunement to a cursed magic item * Any reduction to one of the target's ability scores * One effect reducing the target's hit point maximum,Cleric
5,Hallow,24 hours,Touch,VSM ,Until dispelled,(herbsoilsand incense worth at least 1000 gpwhich the spell consumes) You touch a point and infuse an area around it with holy (or unholy) power. The area can have a radius up to 60 feetand the spell fails if the radius includes an area already under the effect a hallow spell. The affected area is subject to the following effects. Firstcelestialselementalsfeyfiendsand undead can’t enter the areanor can such creatures charmfrightenor possess creatures within it. Any creature charmedfrightenedor possessed by such a creature is no longer charmedfrightenedor possessed upon entering the area. You can exclude one or more of those types of creatures from this effect. Secondyou can bind an extra effect to the area. Choose the effect from the following listor choose an effect offered by the DM. Som e of these effects apply to creatures in the areayou can designate whether the effect applies to all creaturescreatures that follow a specific deity or leaderor creatures of a specific sortsuch as ores or trolls. When a creature that would be affected enters the spell’s area for the first time on a turn or starts its turn thereit can make a Charisma saving throw. On a successthe creature ignores the extra effect until it leaves the area. Courage. Affected creatures can’t be frightened while in the area. Darkness. Darkness fills the area. Normal lightas well as magical light created by spells of a lower level than the slot you used to cast this spellcan’t illuminate the area. Daylight. Bright light fills the area. Magical darkness created by spells of a lower level than the slot you used to cast this spell can’t extinguish the light. Energy Protection. Affected creatures in the area have resistance to one damage type of your choiceexcept for bludgeoningpiercingor slashing. Energy Vulnerability. Affected creatures in the area have vulnerability to one damage type of your choiceexcept for bludgeoningpiercingor slashing. Everlasting Rest. Dead bodies interred in the area can’t be turned into undead. Extradimensional Interference. Affected creatures can’t move or travel using teleportation or by extradimensional or interplanar means. Fear. Affected creatures are frightened while in the area. Silence. No sound can emanate from within the areaand no sound can reach into it. Tongues. Affected creatures can communicate with any other creature in the areaeven if they don’t share a common language.,Cleric
5,Insect Plague,1 action,300 feet,VSM ,Concentrationup to 10 minutes,(a few grains of sugarsome kernels of grainand a smear of fat) Swarmingbiting locusts fill a 20-foot-radius sphere centered on a point you choose within range. The sphere spreads around corners. The sphere remains for the durationand its area is lightly obscured. The sphere's area is difficult terrain. When the area appearseach creature in it must make a Constitution saving throw. A creature takes 4d10 piercing damage on a failed saveor half as much damage on a successful one. A creature must also make this saving throw when it enters the spell's area for the first time on a turn or ends its turn there. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe damage increases by 1d10 for each slot level above 5th.,Cleric
5,Legend Lore,10 minutes,Self,VSM ,Instantaneous,(incense worth at least 250 gpwhich teh spell consumesand four ivory strips worth at least 50 gp each) Name or describe a personplaceor object. The spell brings to your mind a brief summary of the significant lore about the thing you named. The lore might consist of current talesforgotten storiesor even secret lore that has never been widely known. If the thing you named isn't of legendary importanceyou gain no information. The more information you already have about the thingthe more precise and detailed the information you receive is. The information you learn is accurate but might be couched in figurative language. For exampleif you have a mysterious magic axe on handthe spell might yield this information: Woe to the evildoer whose hand touches the axefor even the haft slices the hand of the evil ones. Only a true Child of Stonelover and beloved of Moradinmay awaken the true powers of the axeand only with the sacred word Rudnogg on the lips.,Cleric
5,Mass Cure Wounds,1 action,60 feet,VS,Instantaneous, A wave of healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe healing increases by 1d8 for each slot level above 5th. ,Cleric
5,Planar Binding,1 hour,60 feet,VSM ,24 hours,(a jewel worth at least 1000 gpwhich the spell consumes) With this spellyou attempt to bind a celestialan elementala feyor a fiend to your service. The creature must be within range for the entire casting of the spell. (Typicallythe creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the castingthe target must make a Charisma saving throw. On a failed saveit is bound to serve you for the duration. If the creature w as summoned or created by another spellthat spell’s duration is extended to match the duration of this spell. A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventureto guard a locationor to deliver a message. The creature obeys the letter of your instructionsbut if the creature is hostile to youit strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell endsit travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existenceit returns to the place where you bound it and remains there until the spell ends. At Higher Levels. When you cast this spell using a spell slot of a higher levelthe duration increases to 10 days with a 6th-level slotto 30 days with a 7th-level slotto 180 days with an 8th-level slotand to a year and a day with a 9th-level spell slot. ,Cleric
5,Raise Dead,1 hour,Touch,VSM ,Instantaneous,(a diamond worth at least 500 gpwhich the spell consumes) You return a dead creature you touch to lifeprovided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the bodythe creature returns to life with 1 hit point. This spell also neutralizes any poison and cures nonmagical diseases that affected the creature at the time it died. This spell doesn'thoweverremove magical diseasescursesor similar effectsif these aren't first removed prior to casting the spellthey take effect when the creature returns to life. The spell can't return an undead creature to life. This spell closes all mortal woundsbut it doesn't restore missing body parts. If the creature is lacking body parts or organs integral for its survival - its headfor instance - the spell automatically fails. Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rollssaving throwsand ability checks. Every time the target finishes a long restthe penalty is reduced by 1 until it disappears.,Cleric
5,Scrying,10 minutes,Self,VSM ,Concentrationup to 10 minutes,(a focus worth at least 1000 gpsuch as a crystal balla silver mirroror a font filled with holy water) You can see and hear a particular creature you choose that is on the same plane of existence as you. The target must make a W isdom saving throwwhich is modified by how well you know the target and the sort of physical connection you have to it. If a target knows you're casting this spellit can fail the saving throw voluntarily if it wants to be observed. Knowledge -- Save Modifier Secondhand (you have heard of the target) -- +5 Firsthand (you have met the target) +0 Familiar (you know the target well) -- -5 Connection -- Save Modifier Likeness or picture -- -2 Posession or garment -- -4 Body partlock of hairbit of nailor the like -- -10 On a successful savethe target isn’t affectedand you can’t use this spell against it again for 24 hours.   On a failed savethe spell creates an invisible sensor within 10 feet of the target. You can see and hear through the sensor as if you w ere there. The sensor moves with the targetremaining within 10 feet of it for the duration. A creature that can see invisible objects sees the sensor as a luminous orb about the size of your fist.   Instead of targeting a creatureyou can choose a location you have seen before as the target of this spell. When you dothe sensor appears at that location and doesn’t move.,Cleric
6,Blade Barrier,1 action,90 feet,VS,Concentrationup to 10 minutes, You create a vertical wall of whirlingrazor-sharp blades made of magical energy. The wall appears within range and lasts for the duration. You can make a straight wall up to 100 feet long20 feet highand 5 feet thickor a ringed wall up to 60 feet in diameter20 feet highand 5 feet thick. The wall provides three-quarters cover to creatures behind itand its space is difficult terrain.  When a creature enters the wall’s area for the first time on a turn or starts its turn therethe creature must make a Dexterity saving throw. On a failed savethe creature takes 6 d10 slashing damage. On a successful savethe creature takes half as much damage.,Cleric
6,Create Undead,1 minute,10 feet,VSM ,Instantaneous,(one clay pot filled with grave dirtone clay pot filled with brackish waterand one 150 gp black onyx stone for each corpse.) You can cast this spell only at night. Choose up to three corpses of Medium or Small humanoids within range. Each corpse becomes a ghoul under your control. (The DM has game statistics for these creatures.) As a bonus action on each of your turnsyou can mentally command any creature you animated with this spell if the creature is within 120 feet of you (if you control multiple creaturesyou can command any or all of them at the same timeissuing the same command to each one). You decide what action the creature w ill take and where it will move during its next turnor you can issue a general commandsuch as to guard a particular chamber or corridor. If you issue no commandsthe creature only defends itself against hostile creatures. Once given an orderthe creature continues to follow it until its task is complete. The creature is under your control for 24 hoursafter which it stops obeying any command you have given it. To maintain control of the creature for another 24 hoursyou must cast this spell on the creature before the current 24-hour period ends. This use of the spell reasserts your control over up to three creatures you have animated with this spellrather than animating new ones. At Higher Levels. When you cast this spell using a 7th-level spell slotyou can animate or reassert control over four ghouls. When you cast this spell using an 8th-level spell slotyou can animate or reassert control over five ghouls or two ghasts or wights. When you cast this spell using a 9th-level spell slotyou can animate or reassert control over six ghoulsthree ghasts or wightsor two mummies.,Cleric
6,Find the Path,1 minute,Self,VSM ,Concentrationup to 1 day,(a set of divinatory tools - such as bonesivory stickscardsteethor carved runes - worth 100 gp and an object from the location you wish to find) This spell allows you to find the shortestmost direct physical route to a specific fixed location that you are familiar with on the same plane of existence. If you name a destination on another plan of existencea destination that moves (such as a mobile fortress)or a destination that isn't specific (such as a green dragon's lair)the spell fails. For the durationas long as you are on the same plane of existence as the destinationyou know how far it is and in what direction it lies. While you are traveling therewhenever you are presented with a choice of paths along the wayyou atomatically determine which path is the shortest and most direct route (but not necessarily the safest route) to the destination.,Cleric
6,Forbiddance (Ritual),10 minutes,Touch,VSM ,1 day,(a sprinkling of holy waterrare incenseand powdered ruby worth at least 1000 gp) You create a ward against magical travel that protects up to 40000 square feet of floor space to a height of 30 feet above the floor. For the durationcreatures can't teleport into the area or use portalssuch as those created by the gate spellto enter the area. The spell proofs the area against planar traveland therefore prevents creatures from accessing the area by way of the Astral PlaneEthereal PlaneFeywildShadowfellor the plane shift spell. In additionthe spell damages types of creatures that you choose when you cast it. Choose one or more of the following: celestialselementalsfeyfiendsand undead. When a chosen creature enters the spell's area for the first time on a turn or starts its turn therethe creature takes 5d10 radiant or necrotic damage (your choice when you cast this spell). When you cast this spellyou can designate a password. A creature that speaks the password as it enters the area takes no damage from the spell. The spell's area can't overlap with the area of another forbiddance spell. If you cast forbiddance every day for 30 days in the same locationthe spell lasts until it is dispelledand the material components are consumed on the last casting.,Cleric
6,Harm,1 action,60 feet,VS,Instantaneous, You unleash a virulent disease on a creature that you can see within range. The target must make a Constitution saving throw. On a failed saveit takes 14d6 necrotic damageor half as much damage on a successful save. The damage can’t reduce the target’s hit points below 1. If the target fails the saving throwits hit point maximum is reduced for 1 hour by an amount equal to the necrotic damage it took. Any effect that removes a disease allows a creature’s hit point maximum to return to normal before that time passes.,Cleric
6,Heal,1 action,60 feet,VS,Instantaneous, Choose a creature that you can see within range. A surge of positive energy washes through the creaturecausing it to regain 70 hit points. The spell also ends blindnessdeafnessand any diseases affecting the target. This spell has no effect on constructs or undead. At Higher Levels. When you cast this spell using a spell slot of 7th level or higherthe amount of healing increases by 10 for each slot level above 6th.,Cleric
6,Heroes' Feast,10 minutes,30 feet,VSM ,Instantaneous,(a gem-encrusted bowl worth at least 1000 gpwhich the spell consumes) You bring forth a great feastincluding magnificent food and drink. The feast takes 1 hour to consume and disappears at the end of that timeand the beneficial effects don't set in until this hour is over. Up to twelve other creatures can partake of the feast. A creature that partakes of the feast gains several benefits. The creature is cured of all diseases and poisonbecomes immune to poison and being frightenedand makes all Wisdom saving throws with advantage. Its hit point maximum also increases by 2d10and it gains the same number of hit points. These benefits last for 24 hours.,Cleric
6,Planar Ally,10 minutes,60 feet,VS,Instantaneous, You beseech an otherworldly entity for aid. The being must be known to you: a goda primordiala demon princeor some other being of cosmic power. That entity sends a celestialan elementalor a fiend loyal to it to aid youmaking the creature appear in an unoccupied space within range. If you know a specific creature’s nameyou can speak that name when you cast this spell to request that creaturethough you might get a different creature anyway (DM’s choice). When the creature appearsit is under no compulsion to behave in any particular way. You can ask the creature to perform a service in exchange for paymentbut it isn’t obliged to do so. The requested task could range from simple (fly us across the chasmor help us fight a battle) to complex (spy on our enemiesor protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services. Payment can take a variety of forms. A celestial might require a sizable donation of gold or magic items to an allied templewhile a fiend might demand a living sacrifice or a gift of treasure. Some creatures might exchange their service for a quest undertaken by you.  As a rule of thumba task that can be measured in minutes requires a payment worth 100 gp per minute. A task measured in hours requires 1000 gp per hour. And a task m easured in days (up to 10 days) requires 10000 gp per day. The DM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature’s ethosthe payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested paymentwhile especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal. After the creature completes the taskor when the agreed-upon duration of service expiresthe creature returns to its home plane after reporting back to youif appropriate to the task and if possible. If you are unable to agree on a price for the creature’s servicethe creature immediately returns to its home plane.  A creature enlisted to join your group counts as a member of itreceiving a full share of experience points awarded.  ,Cleric
6,True Seeing,1 action,Touch,VSM ,1 hour,(an ointment for the eyes that costs 25 gpis made from mushroom powdersaffronand fatand is consumed by the spell) This spell gives the willing creature you touch the ability to see things as they actually are. For the durationthe creature has truesightnotices secret doors hidden by magicand can see into the Ethereal Planeall out to a range of 120 feet.,Cleric
6,Word of Recall,1 action,5 feet,V,Instantaneous, You and up to five willing creatures within 5 feet of you instantly teleport to a previously designated sanctuary. You and any creatures that teleport with you appear in the nearest unoccupied space to the spot you designated when you prepared your sanctuary (see below). If you cast this spell without first preparing a sanctuarythe spell has no effect. You must designate a sanctuary by casting this spell within a locationsuch as a templededicated to or strongly linked to your deity. If you attempt to cast the spell in this manner in an area that isn't dedicated to your deitythe spell has no effect.,Cleric
7,Conjure Celestial,1 minute,90 feet,VS,Concentrationup to 1 hour, You summon a celestial of challenge rating 4 or lowerwhich appears in an unoccupied space that you can see within range. The celestial disappears when it drops to 0 hit points or when the spell ends. The celestial is friendly to you and your companions for the duration. Roll initiative for the celestialwhich has its own turns. It obeys any verbal commands that you issue to it (no action required by you)as long as they don’t violate its alignment. If you don’t issue any commands to the celestialit defends itself from hostile creatures but otherwise takes no actions The DM has the celestial’s statistics. At Higher Levels. When you cast this spell using a 9th-level spell slotyou summon a celestial of challenge rating 5 or lower.,Cleric
7,Divine Word,1 bonus action,30 feet,V,Instantaneous, You utter a divine wordimbued with the power that shaped the world at the dawn of creation. Choose any number of creatures you can see within range. Each creature that can hear you must make a Charisma saving throw. On a failed savea creature suffers an effect based on its current hit points:  •  50 hit points or fewer: deafened for 1 minute  •  40 hit points or fewer: deafened and blinded for 10 minutes  •  30 hit points or fewer: blindeddeafenedand stunned for 1 hour  •  20 hit points or fewer: killed instantly Regardless of its current hit pointsa celestialan elementala feyor a fiend that fails its save is forced back to its plane of origin (if it isn’t there already) and can’t return to your current plane for 24 hours by any means short of a wish spell.,Cleric
7,Etherealness,1 action,Self,VS,Up to 8 hours, You step into the border regions of the Ethereal Planein the area where it overlaps with your current plane. You remain in the Border Ethereal for the duration or until you use your action to dismiss the spell. During this timeyou can move in any direction. If you move up or downevery foot of movement costs an extra foot. You can see and hear the plan you originated frombut everything there looks grayand you can't see anything more than 60 feet away. While on the Ethereal Planeyou can only affect and be affected by other creatures on that plane. Creatures that aren't on the Ethereal Plance can't perceive you and can't interact with youunless a special ability or magic has given them the ability to do so. You ignore all objects and effects that aren't on the Ethereal Planeallowing you to move through objects you perceive on the plan you originated from. When the spell endsyou immediately return to the plane you originiated from in teh spot you currently occupy. If you occupy the same spot as a solid object or creature when this happensyou are imediately shunted to the neares unoccupied space that you can occupy and take force damage equal to twice the number of feet you are moved. This spell has no effect if you cast it while you are on the Ethereal Plane or a plane that doesn't border itsuch as one of the Outer Planes. At Higher Levels. When you cast this spell using a spell slot of 8th level or higheryou can target up to three willing creatures (including you) for each slot level above 7th. The creatures must be within 10 feet of you when you cast the spell.,Cleric
7,Fire Storm,1 action,150 feet,VS,Instantaneous, A storm made up of sheets of roaring flame appears in a location you choose within range. The area of the storm consists of up to 10-foot cubeswhich you can arrange as you wish. Each cube must have at least one face adjacent to the face of another cube. Each creature in the area must make  Dexterity saving throw. It takes 7d10 fire damage on a failed saveor half as much damage on a successful one. The fire damages objects in the area and ignites flammable objects that aren't being worn or carried. If you chooseplant life in the area is unaffected by this spell.,Cleric
7,Plane Shift,1 action,Touch,VSM ,Instantaneous,(a forkedmetal rod worth at least 250 gpatttuned to a particular plane of existence) You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general termssuch as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hellsand you appear in or near that destination. If you are trying to reac the City of Brassfor exampleyou might arrive in its Street of Steelbefore its Gate of Ashesor looking at the city from across the Sea of Fireat the DM's discretion. Alternativelyif you know the sigil sequence of a teleportation circle on another plane of existencethis spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transportedthey appear in the closest unoccupied spaces next to the circle. You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hitthe creature must make a Charisma saving throw. If the creature fails the saveit is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.,Cleric
7,Regenerate,1 minute,Touch,VSM ,1 hour,(a prayer wheel and holy water) You touch a creature and stimulate its natural healing ability. The target regains 4d8 + 15 hit points. For the duration of the spellthe target regains 1 hit point at the start of each of its turns (10 hit points each minute). The target’s severed body members (fingerslegstailsand so on)if anyare restored after 2 minutes. If you have the severed part and hold it to the stumpthe spell instantaneously causes the limb to knit to the stump. ,Cleric
7,Resurrection,1 hour,Touch,VSM ,Instantaneous,(a diamond worth at least 1000 gpwhich the spell consumes) You touch a dead creature that has been dead for no more than a centurythat didn't die of old ageand that isn't undead. If its soul is free and willingthe target returns to life with all its hit points. This spell neutralizes any poisons and cures normal diseases afflicting the creature when it died. It doesn'thoweverremove magical diseasescursesand the likeif such affects aren't removed prior to casting the spellthey afflict the target on its return to life. This spell closes all mortal wounds and restores any missing body parts. Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rollssaving throwsand ability checks. Every time the target finishes a long restthe penalty is reduced by 1 until it disappears. Casting this spell to restore life to a creature that has been dead for one year or longer taxes you greatly. Until you finish a long restyou can't cast spells againand you have disadvantage on all attack rollsability checksand saving throws.,Cleric
