level,name,duration,range,component,cast_time,desc,class
3,Fear,1 action,Self (30-foot cone),VSM ,Concentrationup to 1 minute,(a white feather or the heart of a hen) You project a phantasmal image of a creature's worst fears. Each creature in a 30-foot cone must succeed on a Wisdom saving throw or drop whatever it is holding and become frightened for the duration. While frightened by this spella creature must take the Dash action and move away from you by the safest available route on each of its turnsunless there is nowhere to move. If the creature ends its turn in a location where it doesn't have line of sight to youthe creature can make a Wisdom saving throw. On a successful savethe spell ends for that creature.,Bard
3,Feign Death (Ritual),1 action,Touch,VSM ,1 hour,(a pinch of graveyard dirt) You touch a willing creature and put it into a cataleptic state that is indistinguishable from death. For the spell's durationor until you use an action to touch the target and dismiss the spellthe target appears dead to all outward inspection and to spells used to determine the target's status. The target is blinded and incapacitatedand its speed drops to 0. The target has resistance to all damage except psychic damage. If the target is diseased or poisoned when you cast the spellor becomes diseased or poisoned while under the spell's effectthe disease and poison have no effect until the spell ends.,Bard
3,Glyph of Warding,1 hour,Touch,VSM ,Until dispelled or triggered,(incense and powdered diamond worth at least 200 gpwhich the spell consumes) When you cast this spellyou inscribe a glyph that harms other creatureseither upon a surface (such as a table or a section of floor or wall) or within an object that can be closed (such as a booka scrollor a treasure chest) to conceal the glyph. If you choose a surfacethe glyph can cover an area of the surface no larger than 10 feet in diameter. If you choose an objectthat object must remain in its placeif the object is moved more than 10 feet from where you cast this spellthe glyph is broken and the spell ends without being triggered. The glyph is nearly invisible and requires a successful Intelligence (Investigation) check against your spell save DC to be found. You decide what triggers the glyph when yo ucast the spell. For glyphs inscribed on a surfacethe most typical triggers include touching or standing on teh glyphremoving another object covering the glyphapproaching within a certain distance of the glyphor mainpulating the object on which the glyph is inscribed. For glyphs inscribed within an objectthe most common triggers include opening that objectapproaching within a certain distance of the objector seeing or reading the glyph. Once a glyph is triggeredthis spell ends. You can further refine the trigger so the spell activates only under certain circumstances or according to physical characteristics (sugh as height or weight)creature kind (for examplethe ward could be set to affect aberrations or drow)or alignment. You can also set conditions for creatures that don't trigger the glyphsuch as those who say a certain password. When you inscribe the glyphchoose explosive runes or a spell glyph. Explosive Runes. When triggeredthe glyph erupts with magical energy in a 20-foot-radius sphere centered on the glyph. The sphere spreads around corners. Each creature in the aura must make a Dexterity saving throw. A creature takes 5d8 acidcoldfirelightningor thunder damage on a failed saving throw (your choice when you create the glyph)or half as much damage on a successful one. Spell Glyph. You can store a prepared spell of 3rd level or lower in the glyph by casting it as part of creating the glyph. The spell must target a single creature or an area. The spell being stored has no immediate effect when cast in this way. When the glyph is triggeredthe stored spell is cast. If the spell has a targetit targets the creature that triggered the glyph. If the spell affects an areathe area is centered on that creature. If the spell summons hostile creatures or creates harmful objects or trapsthey appear as close as possible to the intruder and attack it. If the spell requires concentrationit lasts until the end of its full duration. At Higher Levels. When you cast this spell using a spell slot of 4th level or higherthe damage of an explosive runes glyph increases by 1d8 for each slot level above 3rd. If you create a spell glyphyou can store any spell of up to the same level as the slot you use for the glyph of warding.,Bard
3,Hypnotic Pattern,1 action,120 feet,SM ,Concentrationup to 1 minute,(a glowing stick o f incense or a crystal vial filled with phosphorescent material) You create a twisting pattern of colors that weaves through the air inside a 30-foot cube within range. The pattern appears for a moment and vanishes. Each creature in the area who sees the pattern must make a Wisdom saving throw. On a failed savethe creature becomes charmed for the duration. While charmed by this spellthe creature is incapacitated and has a speed of 0. The spell ends for an affected creature if it takes any damage or if someone else uses an action to shake the creature out of its stupor.,Bard
3,Leomund's Tiny Hut (Ritual),1 minute,Self (10-foot-radius hemisphere),VSM ,8 hours,(a small crystal bead) A 10-foot-radius immobile dome of force springs into existence around and above you and remains stationary for the duration. The spell ends if you leave its area. Nine creatures of Medium size or smaller can fit inside the dome with you. The spell fails if its area includes a larger creature or more than nine creatures. Creatures and objects within the dome when you cast this spell can move through it freely. All other creatures and objects are barred from passing through it. Spells and other magical effects can't extend through the dome or be cast through it. The atmosphere inside the space is comfortable and dryregardless of the weather outside. Until the spell endsyou can command the interior to become dimly lit or dark. The dome is opaque from the outsideof any color you choosebut it is transparent from the inside.,Bard
3,Major Image,1 action,120 feet,VSM ,Concentrationup to 10 minutes,(a bit of fleece) You create the image of an objecta creatureor some other visible phenomenon that is no larger than a 20-foot cube. The image appears at a spot that you can see within range and lasts for the duration. It seems completely realincluding soundssmellsand temperature appropriate to the thing depicted. You can't create sufficient heat or cold to cause damagea sound loud enough to deal thunder damage or deafen a creatureor a smell that might sicken a creature (like a troglodyte's stench). As long as you are within range of the illusionyou can use your action to cause the image to move to any other spot within range. As the image changes locationyou can alter its appearance so that its movements appear natural for the image. For exampleif you create an image of a creature and move ityou can alter the image so that it appears to be walking. Similarlyyou can cause the illusion to make different sounds at different timeseven making it carry on a conversationfor example. Physical interaction with the image reveals it to be an illusionbecause things can pass through it. A creature that uses its action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it isthe creature can see through the imageand its other sensory qualities become faint to the creature. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe spell lasts until dispelledwithout requiring your concentration. ,Bard
3,Nondetection,1 action,Touch,VSM ,8 hours,(a pinch of diamond dust worth 25 gp sprinkled over the targetwhich the spell consumes) For the durationyou hide a target that you touch from divination magic. The target can be a willing creature or a place or an object no larger than 10 feet in any dimension. The target can't be targeted by any divination magic or perceived through magical scrying sensors.,Bard
3,Speak with Dead,1 action,10 feet,VSM ,10 minutes,(burning incense) You grant the semblance of life and intelligence to a corpse of your choice within rangeallowing it to answer the questions you pose. The corpse must still have a mouth and can't be undead. The spell fails if the corpse was the target of this spell within the last 10 days. Until the spell endsyou can ask the corpse up to five questions. The corpse knows only what it knew in lifeincluding the languages it knew. Answers are usually briefcrypticor repetitiveand the corpse is under no compulsion to offer a truthful answer if you are hostile to it or it recognizes you as an enemy. This spell doesn't return the creature's soul to its bodyonly its animating spirit. Thusthe corpse can't learn new informationdoesn't comprehend anything that has happened since it diedand can't speculate about future events.,Bard
3,Speak with Plants,1 action,Self (30-foot radius),VS,10 minutes, You imbue plants within 30 feet of you with limited sentience and animationgiving them the ability to communicate with you and follow your simple commands. You can question plants about events in the spell's area within the past daygaining information about creatures that have passedweatherand other circumstances. You can also turn difficult terrain caused by plant growth (such as thickets and undergrowth) into ordinary terrain that lasts for the duration. Or you can turn ordinary terrain where plants are present into difficult terrain that lasts for the durationcausing vines and branches to hinder pursuersfor example. Plants might be able to perform other tasks on your behalfat the DM's discretion. The spell doesn't enable plants to uproot themselves and move aboutbut they can freely move branchestendrilsand stalks. If a plant creature is in the areayou can communicate with it as if you shard a common languagebut you gain no magical ability to influence it. This spell can cause the plants created by the entangle spell to release a restrained creature.,Bard
3,Stinking Cloud,1 action,90 feet,VSM ,Concentrationup to 1 minute,(a rotten egg or several skunk cabbage leaves) You create a 20-foot-radius sphere of yellownauseating gas centered on a point within range. The cloud spreads around cornersand its area is heavily obscured. The cloud lingers in the air for the duration. Each creature that is completely within the cloud at the start of its turn must make a Constitution saving throw against poison. On a failed savethe creature spends its action that turn retching and reeling. Creatures taht don't need to breathe or are immune to poison automatically succeed on this saving throw. A moderate wind (at least 10 miles per hour) disperses the cloud after 4 rounds. A strong wind (at least 20 miles per hour) disperses it after 1 round.,Bard
3,Tongues,1 action,Touch,VM ,1 hour,(a small clay model of a ziggurat) This spell grants the creature you touch the ability to understand any spoken language it hears. Moreoverwhen the target speaksany creature that knows at least one language and can hear the target understands what it says. ,Bard
4,Compulsion,1 action,30 feet,VS,Concentrationup to 1 minute, Creatures of your choice that you can see within range and that can hear you must make a Wisdom saving throw. A target automatically succeeds on this saving throw if it can't be charmed. On a failed savea target is affected by this spell. Until the spell endsyou can use a bonus action on each of your turns to designate a direction that is horizontal to you. Each affected target must use as much of its movement as possible to move in that direction on its next turn. It can take its action before it moves. After moving in this wayit can make another Wisdom saving throw to try to end the effect. A target isn't compelled to move into an obviously deadly hazardsuch as a fire pitbut it will provoke opportunity attacks to move in the designated direction.,Bard
4,Confusion,1 action,90 feet,VSM ,Concentrationup to 1 minute,(three nut shells) This spell assaults and twists creatures' mindsspawning delusions and provoking uncontrolled actions. Each creature in a 10-foot-radius sphere centered on a point you choose within range must succeed on a Wisdom saving throw when you cast this spell or be affected by it. An affected target can't take reactions and must roll a d10 at the start of each of its turns to determine its behavior for that turn.  d10   Behavior   1     The creature uses all its movement to move in a random direction. To determine the directionroll a d8 and assign a direction to each die face. The creature doesn't take an action this turn. 2-6    The creature doesn't move or take actions this turn. 7-8    The creature uses its action to make a melee attack against a randomly determined creature within its reach. If there is no creature within its reachthe creature does nothing ths turn. 9-10   The creature can act and move normally. At the end of its turnsan affected target can make a Wisdom saving throw. It it succeedsthis effect ends for that target. At Higher Levels. When you cast this spell using a spell slot of 5th level or higherthe radius of the sphere increases by 5 feet for each slot above 4th. ,Bard
4,Dimension Door,1 action,500 feet,V,Instantaneous, You teleport yourself from your current location to any other spot within range. You arrive at exactly the spot desired. It can be a place you can seeone you can visualizeor one you can describe by stating distance and directionsuch as ??00 feet straight downward??or ??pward to the northwest at a 45-degree angle300 feet.??You can bring along objects as long as their weight doesn't exceed what you can carry. You can also bring one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell. If you would arrive in a place already occupied by an object or a creatureyou and any creature traveling with you each take 4d6 force damageand the spell fails to teleport you.,Bard
4,Freedom of Movement,1 action,Touch,VSM ,1 hour,(a leather strapbound around the arm or a similar appendage) You touch a willing creature. For the durationthe target's movement is unaffected by difficult terrainand spells and other magical effects can neither reduce the target's speed nor cause the target to be paralyzed or restrained. The target can also spend 5 feet of movement to automatically escape from nonmagical restraintssuch as manacles or a creature that has it grappled. Finallybeing underwater imposes no penalties on teh target's movement or attacks.,Bard
4,Greater Invisibility,1 action,Touch,VS,Concentrationup to 1 minute, You or a creature you touch becomes invisible until the spell ends. Anything the target is wearing or carrying is invisible as long as it is on the target's person.,Bard
4,Hallucinatory Terrain,10 minutes,300 feet,VSM ,24 hours,(a stonea twigand a bit of green plant) You make natural terrain in a 150-foot cube in range looksoundand smell like some other sort of natural terrain. Thusopen fields or a road can be made to resemble a swamphillcrevasseor some other difficult or impassable terrain. A pond can be made to seem like a grassy meadowa precipice like a gentle slopeor a rock-strewn gully like a wide and smooth road. Manufactured structuresequipmentand creatures within the area aren't changed in appearance. The tactile characteristics of the terrain are unchangedso creatures entering the area are likely to see through the illusion. If the difference isn't obvious by toucha creature carefully examining the illusion can attempt an Intelligence (Investigation) check against your spell save DC to disbelieve it. A creature who discerns the illusion for what it issees it as a vague image superimposed on the terrain.,Bard
4,Locate Creature,1 action,Self,VSM ,Concentrationup to 1 hour,(a bit of fur from a bloodhound) Describe or name a creature that is familiar to you. You sense the direction to the creature's locationas long as that creature is within 1000 feet of you. If the creature is movingyou know the direction of its movement. The spell can locate a specific creature known to youor the nearest creature of a specific kind (such as a human or a unicorn)so long as you have seen such a creature up close - within 30 feet - at least once. If the creature you described or named is in a different formsuch as being unfer the effects of a polymorph spellthis spell doesn't locate the creature. This spell can't locate a creature if running water at least 10 feet wide blocks a direct path between you and the creature.,Bard
4,Polymorph,1 action,60 feet,VSM ,Concentrationup to 1 hour,(a caterpillar cocoon) This spell transforms a creature that you can see within range into a new form. An unwilling creature must make a Wsidom saving throw to avoid the effect. A shapechanger automatically succeeds on this saving throw. The transformation lasts for the durationor until the target drops to 0 hit points or dies. The new form can be any beast whose challenge rating is equal to or less than the target's (or the target's levelif it doesn't have a challenge rating). The target's game statisticsincluding mental ability scoresare replaced by the statistics of the chosen beast. It retains its alignment and personality. The target assumes the hit points of its new form. When it reverts to its normal formthe creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to 0 hit pointsany excess damage carries over to its normal form. As long as the excess damage doesn't reduce the creature's normal form to 0 hit pointsit isn't knocked unconscious. The creature is limited in the actions it can perform by the nature of its new formand it can't speakcast spellsor take any other action that requires hands or speech. The target's gear melds into the new form. The creature can't activateusewieldor otherwise benefit from any of its equipment.,Bard
5,Animate Objects,1 action,120 feet,VS,Concentrationup to 1 minute, Objects come to life at your command. Choose up to ten nonmagical objects within range that are not being worn or carried. Medium targets count as two objectsLarge targets count as four objectsHuge targets count as eight objects. You can't animate any object larger than Huge. Each target animates and becomes a creature under your control until the spell ends or until reduced to 0 hit points. As a bonus actionyou can mentally command any creature you made with this spell if the creature is within 500 feet of you (if you control multiple creaturesyou can command any or all of them at the same timeissuing the same command to each one). You decide what action the creature will take and where it will move during its next turnor you can issue a general commandsuch as to guard a particular chamber or corridor. If you issue no commandsthe creature only defends itself against hostile creatures. Once given an orderthe creature continues to follow it until its task is complete. Animated Object Statistics Tiny - HP: 20AC: 18Attack: +8 to hit1d4 + 4 damageStr: 4Dex: 18 Small - HP: 25AC: 16Attack: +6 to hit1d8 + 2 damageStr: 6Dex: 14 Medium - HP: 40AC: 13Attack: +5 to hit2d6 + 1 damageStr: 10Dex: 12 Large - HP: 50AC: 10Attack: +6 to hit2d10 + 2 damageStr: 14Dex: 10 Huge - HP: 80AC: 10Attack: +8 to hit2d12 + 4 damageStr: 18Dex: 6 An animated object is a construct with AChit pointsattacksStrengthand Dexterity determine by its size. Its Constitution is 10 and its Intelligence and Wisdom are 3and its Charisma is 1. Its speed is 30 feetif the objects lack legs or other appendages it can use for locomotionit instead has a flying speed of 30 feet and can hover. If the object is securely attached to a surface or larger objectsuch as a chain bolted to a wallits speed is 0. It has blindsight with a radius of 30 feet and is blind beyond that distance. When the animated object drops to 0 hit pointsit reverts to its original object formand any remaining damage carries over to its original object form. If you command an object to attackit can make a single melee attack against a creature within 5 feet of it. It makes a slam attack with an attack bonus and bludgeoning damage determine by its size. The DM might rule that a specific object inflicts slashing or piercing damage based on its form. At Higher Levels. If you cast this spell using a spell slot of 6th or higheryou can animate two additional objects for each slot level above 5th.,Bard
5,Awaken,8 hours,Touch,VSM ,Instantaneous,(an agate worth at least 1000 gpwhich the spell consumes) After spending the casting time tracing magical pathways within a precious gemstoneyou touch a huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plantit gains the ability to move its limbsrootsvincescreepersand so forthand it gains senses similar to a huamn's. Your DM chooses statistics appropriate for the awakened plantsuch as the statistics for the awakened shrub or the awakened tree. The awakened beast or plant is charmed by you for 30 days or until you and your companions do anything harmful to it. When the charmed condition endsthe awakened creature chooses whether to remain friendly to youbased on how you treated it while it was charmed.,Bard
5,Dominate Person,1 action,60 feet,VS,Concentrationup to 1 minute, You attempt to beguile a humanoid that you can see within range. It must succeed on a Wisdom saving throw or be charmed by you for the duration. If you or creatures that are friendly to you are fighting itit has advantage on the saving throw. While the target is charmedyou have a telepathic link with it as long as the two of you are on the same plane of existence. You can use this telepathic link to issue commands to the creature while you are conscious (no action required)which it does its best to obey. You can specify a simple and general course of actionsuch as ??ttack that creature????un over there??or ??etch that object.??If the creature completes the order and doesn't receive further direction from youit defends and preserves itself to the best of its ability. You can use your action to take total and precise control of the target. Until the end of your next turnthe creature takes only the actions you chooseand doesn't do anything that you don't allow it to do. During this time you can also cause the creature to use a reactionbut this requires you to use your own reaction as well. Each time the target takes damageit makes a new Wisdom saving throw against the spell. If the saving throw succeedsthe spell ends. At Higher Levels. When you cast this spell using a 6th-level spell slotthe duration is concentrationup to 10 minutes. When you use a 7th-level spell slotthe duration is concentrationup to 1 hour. When you use a spell slot of 8th level or higherthe duration is concentrationup to 8 hours. ,Bard
5,Dream,1 minute,Special,VSM ,8 hours,(a handful of sanda dab of inkand a writing quill plucked from a sleeping bird) This spell shapes a creature's dreams. Choose a creature known to you as the target of this spell. The target must be on the same plane of existence as you. Creatures that don't sleepsuch as elvescan't be contacted by this spell. Youor a willing creature you touchenters a trance stateacting as a messenger. While in the trancethe messenger is aware of his or her surroundingsbut can't take actions or move. If the target is asleepthe messenger appears in the target's dreams and can converse with the target as long as it remains asleepthrough the duration of the spell. The messenger can also shape the environment of the dreamcreating landscapesobjectsand other images. The messenger can emerge from the trance at any timeending the effect of the spell early. The target recalls the dream perfectly upon waking. If the target is awake when you cast the spellthe messenger knows itand can either end the trance (and the spell) or wait for the target to fall asleepat which point the messenger appears in the target's dreams. You can make the messenger appear monstrous and terrifying to the target. If you dothe messenger can deliver a message of no more than ten words and then the target must make a Wisdom saving throw. On a failed saveechoes of the phantasmal monstrosity spawn a nightmare that lasts the duration of the target's sleep and prevents the target from gaining any benefit from that rest. In additionwhen the target wakes upit takes 3d6 psychic damage. If you have a body partlock of hairclipping from a nailor similar portion of the target's bodythe target makes its saving throw with disadvantage. ,Bard
5,Geas,1 minute,60 feet,V,30 days, You place a magical command on a creature that you can see within rangeforcing it to carry out some service or refrain from some action or course of actiity as you decide. If the creature can understand youit must succeed on a Wisdom saving throw or become charmed by you for the duration. While the creature is charmed by youit takes 5d10 psychic damage each time it acts in a manner directly counter to your instructionsbut no more than once each day. A creature that can't understand you is unaffected by the spell. You can issue any command you chooseshort of an activity that would result in certain death. Should you issue a suicidal commandthe spell ends. You can end the spell early by using an action to dismiss it. A remove cursegreater restorationor wish spell also ends it. At Higher Levels. When you cast this spell using a spell slot of 7th or 8th levelthe duration is 1 year. When you cast this spell using a spell slot of 9th level the spell lasts until it is ended by one of the spells mentioned above.,Bard
5,Greater Restoration,1 action,Touch,VSM ,Instantaneous,(diamond dust worth 100 gpwhich the spell consumes) You imbue a creature you touch with positive energy to undo a debilitating effect. You can reduce the target's exhaustion level by oneor end one of the following effects on the target: * One effect that charmed or petrified the target * One curseincluding the target's attunement to a cursed magic item * Any reduction to one of the target's ability scores * One effect reducing the target's hit point maximum,Bard
5,Hold Monster,1 action,90 feet,VSM ,Concentrationup to 1 minute,(a smallstraight piece of iron) Choose a creature that you can see within range. The target must succeed on a Wisdom saving throw or be paralyzed for the duration. This spell has no effect on undead. At the end of each of its turnsthe target can make another Wisdom saving throw. On a successthe spell ends on the target. At Higher Levels. When you cast this spell using a spell slot of 6th level or higheryou can target on additional creature for each slot level above 5th. The creatures must be within 30 feet of each other when you target them.,Bard
5,Legend Lore,10 minutes,Self,VSM ,Instantaneous,(incense worth at least 250 gpwhich teh spell consumesand four ivory strips worth at least 50 gp each) Name or describe a personplaceor object. The spell brings to your mind a brief summary of the significant lore about the thing you named. The lore might consist of current talesforgotten storiesor even secret lore that has never been widely known. If the thing you named isn't of legendary importanceyou gain no information. The more information you already have about the thingthe more precise and detailed the information you receive is. The information you learn is accurate but might be couched in figurative language. For exampleif you have a mysterious magic axe on handthe spell might yield this information: Woe to the evildoer whose hand touches the axefor even the haft slices the hand of the evil ones. Only a true Child of Stonelover and beloved of Moradinmay awaken the true powers of the axeand only with the sacred word Rudnogg on the lips.,Bard
5,Mass Cure Wounds,1 action,60 feet,VS,Instantaneous, A wave of healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs. At Higher Levels. When you cast this spell using a spell slot of 6th level or higherthe healing increases by 1d8 for each slot level above 5th. ,Bard
5,Mislead,1 action,Self,S,Concentrationup to 1 hour, You become invisible at the same time that an illusory double of you appears where you are standing. The double lasts for the durationbut the invisibility ends if you attack or cast a spell. You can use your action to move your illusory double up to twice your speed and make it gesturespeakand behave in whatever way you choose. You can see through its eyes and hear through its ears as if you w ere located where it is. On each of your turns as a bonus actionyou can switch from using its senses to using your ownor back again. While you are using its sensesyou are blinded and deafened in regard to your own surroundings.,Bard
5,Modify Memory,1 action,30 feet,VS,Concentrationup to 1 minute, You attempt to reshape another creature's memories. One creature that you can see must make a Wisdom saving throw. If you are fighting the creatureit has advantage on the saving throw. On a failed savethe target becomes charmed by you for the duration. The charmed target is incapacitated and unaware of its surroundingsthough it can still hear you. If it takes any damage or is targeted by another spellthis spell endsand none o f the target's m emories are modified. While this charm lastsyou can affect the target's memory of an event that it experienced within the last 24 hours and that lasted no more than 10 minutes. You can permanently eliminate all memory o f the eventallow the target to recall the event with perfect clarity and exacting detailchange its memory of the details of the eventor create a memory of some other event.  You must speak to the target to describe how its memories are affectedand it must be able to understand your language for the modified memories to take root. Its mind fills in any gaps in the details of your description. If the spell ends before you have finished describing the modified memoriesthe creature's memory isn't altered. Otherwisethe modified memories take hold when the spell ends. A modified memory doesn't necessarily affect how a creature behavesparticularly if the memory contradicts the creature's natural inclinationsalignmentor beliefs. An illogical modified memorysuch as implanting a memory o f how much the creature enjoyed dousing itself in acidis dismissedperhaps as a bad dream. The DM might deem a modified memory too nonsensical to affect a creature in a significant manner. A remove curse or greater restoration spell cast on the target restores the creature's true memory.  At Higher Levels. If you cast this spell using a spell slot o f 6th level or higheryou can alter the target's memories o f an event that took place up to 7 days ago (6th level)30 days ago (7th level)1 year ago (8th level)or any time in the creature's past (9th level).,Bard
5,Planar Binding,1 hour,60 feet,VSM ,24 hours,(a jewel worth at least 1000 gpwhich the spell consumes) With this spellyou attempt to bind a celestialan elementala feyor a fiend to your service. The creature must be within range for the entire casting of the spell. (Typicallythe creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the castingthe target must make a Charisma saving throw. On a failed saveit is bound to serve you for the duration. If the creature w as summoned or created by another spellthat spell's duration is extended to match the duration of this spell. A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventureto guard a locationor to deliver a message. The creature obeys the letter of your instructionsbut if the creature is hostile to youit strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell endsit travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existenceit returns to the place where you bound it and remains there until the spell ends. At Higher Levels. When you cast this spell using a spell slot of a higher levelthe duration increases to 10 days with a 6th-level slotto 30 days with a 7th-level slotto 180 days with an 8th-level slotand to a year and a day with a 9th-level spell slot. ,Bard
5,Raise Dead,1 hour,Touch,VSM ,Instantaneous,(a diamond worth at least 500 gpwhich the spell consumes) You return a dead creature you touch to lifeprovided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the bodythe creature returns to life with 1 hit point. This spell also neutralizes any poison and cures nonmagical diseases that affected the creature at the time it died. This spell doesn'thoweverremove magical diseasescursesor similar effectsif these aren't first removed prior to casting the spellthey take effect when the creature returns to life. The spell can't return an undead creature to life. This spell closes all mortal woundsbut it doesn't restore missing body parts. If the creature is lacking body parts or organs integral for its survival - its headfor instance - the spell automatically fails. Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rollssaving throwsand ability checks. Every time the target finishes a long restthe penalty is reduced by 1 until it disappears.,Bard
5,Scrying,10 minutes,Self,VSM ,Concentrationup to 10 minutes,(a focus worth at least 1000 gpsuch as a crystal balla silver mirroror a font filled with holy water) You can see and hear a particular creature you choose that is on the same plane of existence as you. The target must make a W isdom saving throwwhich is modified by how well you know the target and the sort of physical connection you have to it. If a target knows you're casting this spellit can fail the saving throw voluntarily if it wants to be observed. Knowledge -- Save Modifier Secondhand (you have heard of the target) -- +5 Firsthand (you have met the target) +0 Familiar (you know the target well) -- -5 Connection -- Save Modifier Likeness or picture -- -2 Posession or garment -- -4 Body partlock of hairbit of nailor the like -- -10 On a successful savethe target isn't affectedand you can't use this spell against it again for 24 hours.   On a failed savethe spell creates an invisible sensor within 10 feet of the target. You can see and hear through the sensor as if you w ere there. The sensor moves with the targetremaining within 10 feet of it for the duration. A creature that can see invisible objects sees the sensor as a luminous orb about the size of your fist.   Instead of targeting a creatureyou can choose a location you have seen before as the target of this spell. When you dothe sensor appears at that location and doesn't move.,Bard
5,Seeming,1 action,30 feet,VS,8 hours, This spell allows you to change the appearance of any number of creatures that you cna see within range. You give each target you choose a newillusory appearance. An unwilling target can make a Charisma saving throwand if it succeedsit is unaffected by this spell. The spell disguises physicial appearances as well as clothingarmorweaponsand equipment. You can make each creature seem 1 foot shorter or taller and appear thinfator inbetween. You can't change a target's body typeso you must choose a form that has the same basic arrangement of limbs. Otherwisethe extent of the illusion is up to you. The spell lasts for the durationunless you use your action to dismiss it sooner. The changes wrought by this spell fail to hold up to physical inspections. For exampleif you use this spell to add a hat to a creature's outfitm objects pass through the hatand anyone who touches it would feel nothing or would feel the creature's head and hair. If you use this spell to appear thinner then you arethe hand of someone who reaches out to touch you would bump into you while it was seemingly still in midair. A creature can use its action to inspect a target and make an Intelligence (Investigation) check against your spell save DC. If it succeedsit becomes aware that the target is disguised.,Bard
5,Teleportation Circle,1 minute,10 feet,VM ,1 round,(rare chalks and inks infused with precious gems with 50 gpwhich the spell consumes) As you cast the spellyou draw a 10-foot-diameter circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied. Many major templesguildsand other important places have permanent teleportation circles inscribed somewhere within their confines. Each such circle includes a unique sigil sequence - a string of magical runes arranged in a particular pattern. When you first gain the ability to cast this spellyou learn the sigil sequences for two destinations on the Material Planedetermined by the DM. You can learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute. You can create a permanent teleportation circle by casting this spell in the same location every day for one year. You need not use the circle to teleport when you cast the spell in this way.,Bard
6,Eyebite,1 action,Self,VS,Concentrationup to 1 minute, For the spell's durationyour eyes become an inky void imbued with dread power. One creature of your choice within 60 feet of you that you can see must succeed on a Wisdom saving throw or be affected by one of the following effects of your choice for the duration. On each of your turns until the spell endsyou can use your action to target another creature but can't target a creature again if it has succeeded on a saving throw against this casting of eyebite. Asleep. The target galls unconscious. It wakes up if it takes any damage or if another creature uses its action to shake the sleeper awake. Panicked. The target is frightened of you. On each of its turnsthe frightened creature must take the Dash action and move away from you by the safest and shortest available routeunless there is nowhere to move. If the target moves to a place at least 60 feet away from you where it can no longer see youthis effect ends. Sickened. The target has disadvantage on attack rolls and ability checks. At the end of each of its turnsit can make another Wisdom saving throw. If it succeedsthe effect ends.,Bard
6,Find the Path,1 minute,Self,VSM ,Concentrationup to 1 day,(a set of divinatory tools - such as bonesivory stickscardsteethor carved runes - worth 100 gp and an object from the location you wish to find) This spell allows you to find the shortestmost direct physical route to a specific fixed location that you are familiar with on the same plane of existence. If you name a destination on another plan of existencea destination that moves (such as a mobile fortress)or a destination that isn't specific (such as a green dragon's lair)the spell fails. For the durationas long as you are on the same plane of existence as the destinationyou know how far it is and in what direction it lies. While you are traveling therewhenever you are presented with a choice of paths along the wayyou atomatically determine which path is the shortest and most direct route (but not necessarily the safest route) to the destination.,Bard
